QueryText,Sector,clean_text,label,balancing
"
Information regarding Contact no. of Punjab Agricultural University Ludhiana ?
",HORTICULTURE,information regarding contact punjab agricultural university ludhiana,1,oversampled
"Information regarding the control of fruit fly in Guava ?
",HORTICULTURE,information regarding control fruit fly guava,1,oversampled
Information regarding for Tomato ?,HORTICULTURE,information regarding tomato,1,oversampled
"Information regarding fertilizer dose  in Garlic?
",HORTICULTURE,information regarding fertilizer dose garlic,1,oversampled
Information regarding the control of insects in roots of vegetables ?,HORTICULTURE,information regarding control insects roots vegetables,1,oversampled
information regarding fruit dropping of grapes ?,HORTICULTURE,information regarding fruit dropping grapes,1,oversampled
"Information regarding control of cutworms in bhindi?
",HORTICULTURE,information regarding control cutworms bhindi,1,oversampled
INFORMATION REGARDING ABOUT KINNOW ?,HORTICULTURE,information regarding kinnow,1,oversampled
CONTROL OF FRUIT FLY IN GUAVA?,HORTICULTURE,control fruit fly guava,1,oversampled
"information regarding prepration of bordeaux mixture?
",HORTICULTURE,information regarding prepration bordeaux mixture,1,oversampled
problem of flower drop in chilli?,HORTICULTURE,problem flower drop chilli,1,oversampled
"Information regarding control of Leaf spot in bottle gourd?
",HORTICULTURE,information regarding control leaf spot bottle gourd,1,oversampled
"Information regarding control of Fruit Borer in Tomato?
",HORTICULTURE,information regarding control fruit borer tomato,1,oversampled
"Information regarding control of blight in squash melon 
",HORTICULTURE,information regarding control blight squash melon,1,oversampled
INFORMATION REGARDINF FOR THE CONTROL OF FRUIT DROPPING IN CITRUS?,HORTICULTURE,information regardinf control fruit dropping citrus,1,oversampled
information regrading FERTILIZER DOSE IN CELERY ?,HORTICULTURE,information regrading fertilizer dose celery,1,oversampled
information regading control of blight?,HORTICULTURE,information regading control blight,1,oversampled
INFORMATION REGARDING FRUIT BORER IN BHINDI?,HORTICULTURE,information regarding fruit borer bhindi,1,oversampled
"Information regarding control of Fruit Borer in Tomato?
",HORTICULTURE,information regarding control fruit borer tomato,1,oversampled
information regarding improved varieties of cauliflower ?,HORTICULTURE,information regarding improved varieties cauliflower,1,oversampled
#:    INFORMATION REGARDING IMPROVED VARIETIES OF CARROT ?,HORTICULTURE,information regarding improved varieties carrot,1,oversampled
Information regarding the mid season variety of couliflower.?,HORTICULTURE,information regarding mid season variety couliflower,1,oversampled
"information regarding control of birds in sunflower crop?
",HORTICULTURE,information regarding control birds sunflower crop,1,oversampled
"
Information regarding control of Downy mildew or Blight in CUCURBITS?
",HORTICULTURE,information regarding control downy mildew blight cucurbits,1,oversampled
Information regarding how to control Late Blight in Tomato?,HORTICULTURE,information regarding control late blight tomato,1,oversampled
fruit fly in guava?,HORTICULTURE,fruit fly guava,1,oversampled
INFORMATION REGARDING FOR THE CONTROL OF FRUIT BORER IN OKRA(BHINDI) CROP?,HORTICULTURE,information regarding control fruit borer okra bhindi crop,1,oversampled
information regarding  fruit rot in chilli?,HORTICULTURE,information regarding fruit rot chilli,1,oversampled
INFORMATION REGARDING CONTROL OF FLOWER DROPING IN  TOMATO?,HORTICULTURE,information regarding control flower droping tomato,1,oversampled
INFORMATION REGARDING CONTROL OF BLIGHT IN KADU?,HORTICULTURE,information regarding control blight kadu,1,oversampled
ASKING ABOUT VERITIES OF CUCUMBER,HORTICULTURE,asking verities cucumber,1,oversampled
information regarding to control of fruit borer in brinjal,HORTICULTURE,information regarding control fruit borer brinjal,1,oversampled
information regarding to weather condition ?,HORTICULTURE,information regarding weather condition,1,oversampled
"Information regarding control of Jassid, Aphids and Whitefly in chili crop ?
",HORTICULTURE,information regarding control jassid aphids whitefly chili crop,1,oversampled
information regarding fungicide,HORTICULTURE,information regarding fungicide,1,oversampled
"Information regarding control of  Jassid, Aphids and Whitefly in chili crop ?
",HORTICULTURE,information regarding control jassid aphids whitefly chili crop,1,oversampled
information regarding fertilizer dose in marigold?,HORTICULTURE,information regarding fertilizer dose marigold,1,oversampled
WHITE FLIES IN TOMATO,HORTICULTURE,white flies tomato,1,oversampled
INFORMATION REGARDING FOR THE CONTROL OF DAMPING OFF DISEASE IN OKRA(BHINDI) CROP?,HORTICULTURE,information regarding control damping disease okra bhindi crop,1,oversampled
Information regarding flower drop of citrus?,HORTICULTURE,information regarding flower drop citrus,1,oversampled
regarding white flies,HORTICULTURE,regarding white flies,1,oversampled
"INFORMATION REGARDING CONTROL OF FRUIT DROP IN MANGO?
",HORTICULTURE,information regarding control fruit drop mango,1,oversampled
CONTROL OF JASSID IN BRINJAL?,HORTICULTURE,control jassid brinjal,1,oversampled
INFORMATION REGARDING DOSE OF UREA IN AN ACRE OF CHILLIES?,HORTICULTURE,information regarding dose urea acre chillies,1,oversampled
INFORMATION REGARDING WEATHER?,HORTICULTURE,information regarding weather,1,oversampled
WHAT ARE THE VARIETIES OF CAULIFLOWER?,HORTICULTURE,varieties cauliflower,1,oversampled
information regarding drop of fruit mango?,HORTICULTURE,information regarding drop fruit mango,1,oversampled
INFORMATION REGARDING fruit droping?,HORTICULTURE,information regarding fruit droping,1,oversampled
"Information regarding control of Downy mildew or Blight in CUCURBITS (tinda)?
",HORTICULTURE,information regarding control downy mildew blight cucurbits tinda,1,oversampled
INFORMATION REGARDING FOR THE CONTROL OF JASSIDS IN BRINJAL(BAINGAN)  CROP?,HORTICULTURE,information regarding control jassids brinjal baingan crop,1,oversampled
INFORMATION REGARDING THE DEFICIENCY OF IRON IN RADISH ?,HORTICULTURE,information regarding deficiency iron radish,1,oversampled
INFORMATION REGARDING CONTACT NO OF POMOLOGIST?,HORTICULTURE,information regarding contact pomologist,1,oversampled
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF ONION(PYAJ)?,HORTICULTURE,information regarding suitable varieties onion pyaj,1,oversampled
control of worm in bhindi?,HORTICULTURE,control worm bhindi,1,oversampled
Information regarding how to control Fruit Rot in Chillies?,HORTICULTURE,information regarding control fruit rot chillies,1,oversampled
control of leaf borer in radish?,HORTICULTURE,control leaf borer radish,1,oversampled
"Information regarding Fertilizer in BITTER GOURD(Karela)?
",HORTICULTURE,information regarding fertilizer bitter gourd karela,1,oversampled
"Information regarding control of Fruit Borer in Tomato?
",HORTICULTURE,information regarding control fruit borer tomato,1,oversampled
"information regarding control of birds in sunflower crop?
",HORTICULTURE,information regarding control birds sunflower crop,1,oversampled
"Information regarding control of Fruit Rot/Anthracnose or Die Back in guava ?
",HORTICULTURE,information regarding control fruit rot anthracnose die back guava,1,oversampled
"
Information regarding the control of termite in standing crop?
",HORTICULTURE,information regarding control termite standing crop,1,oversampled
CONTROL OF EARLY BLIGHT IN TOMATO?,HORTICULTURE,control early blight tomato,1,oversampled
CONTROL OF FRUIT DROPING IN CITRUS ?,HORTICULTURE,control fruit droping citrus,1,oversampled
varity of carrot?,HORTICULTURE,varity carrot,1,oversampled
INFORMATION REGARDING SOWING TIME  NURSARY OF MARIGOLD?,HORTICULTURE,information regarding sowing time nursary marigold,1,oversampled
Information regarding the Contact no. Of Amritsar KVK?,HORTICULTURE,information regarding contact amritsar kvk,1,oversampled
information regarding to catterpiller?,HORTICULTURE,information regarding catterpiller,1,oversampled
information regarding to flowers dropping in bitter gourd ?,HORTICULTURE,information regarding flowers dropping bitter gourd,1,oversampled
INSECTICE USED IN  CHILLIES?,HORTICULTURE,insectice used chillies,1,oversampled
INFORMATION REGARDING FOR THE CONTROL OF LEAF CURL VIRUL DISEASE IN CHILLI(MIRCH) CROP?,HORTICULTURE,information regarding control leaf curl virul disease chilli mirch crop,1,oversampled
INFORMATION REGARDING DOSE OF UREA FOR GUAVA SIX YEAR PLANT?,HORTICULTURE,information regarding dose urea guava six year plant,1,oversampled
"Information regarding control of Blight in karnoli crop?
",HORTICULTURE,information regarding control blight karnoli crop,1,oversampled
INFORMATION REGARDING CONTROL OF MANGO MALFORMATION ?,HORTICULTURE,information regarding control mango malformation,1,oversampled
"Information regarding control of Blight in Tomato crop?
",HORTICULTURE,information regarding control blight tomato crop,1,oversampled
"Information regarding control of Fruit flies in CUCURBITS?
",HORTICULTURE,information regarding control fruit flies cucurbits,1,oversampled
INFORMATION REGARDING TO  FARMER SMS PORTAL SERVICES?,HORTICULTURE,information regarding farmer sms portal services,1,oversampled
INFORMATION REGARDING FOR THE CONTROL OF JASSID ATTACK IN OKRA(BHINDI)?,HORTICULTURE,information regarding control jassid attack okra bhindi,1,oversampled
INFORMATION REGARDING FOR THE CONTROL OF LEAF CURL VIRUL DISEASE IN CHILLI(MIRCH) CROP?,HORTICULTURE,information regarding control leaf curl virul disease chilli mirch crop,1,oversampled
INFORMATION REGARDING FOR THE CONTROL OF LEAF/FRUIT EATING CATTERPILLER IN TOMATO CROP?,HORTICULTURE,information regarding control leaf fruit eating catterpiller tomato crop,1,oversampled
INFORMATION REGARDING TO ATTACK OF FUNGUS IN BRINJAL?,HORTICULTURE,information regarding attack fungus brinjal,1,oversampled
INFORMATION REGARDING FOR CONTROL OF FRUIT DROPPING IN CITRUS PLANT ?,HORTICULTURE,information regarding control fruit dropping citrus plant,1,oversampled
"information regarding fertilizer doses in mango?
",HORTICULTURE,information regarding fertilizer doses mango,1,oversampled
Information regarding the fungal disease in Cucurbits?,HORTICULTURE,information regarding fungal disease cucurbits,1,oversampled
INFORMATION REGARDING DOSE OF UREA FOR GUAVA SIX YEAR PLANT?,HORTICULTURE,information regarding dose urea guava six year plant,1,oversampled
"Information regarding Fertilizer in BITTER GOURD(Karela)?
",HORTICULTURE,information regarding fertilizer bitter gourd karela,1,oversampled
INFORMATION REGARDING FOR THE CONTROL OF APHIDS IN CAULIFLOWER(PHULGOBHI) CROP?,HORTICULTURE,information regarding control aphids cauliflower phulgobhi crop,1,oversampled
"
information regarding bordeaux paste ?
",HORTICULTURE,information regarding bordeaux paste,1,oversampled
#:  INFORMATION REGARDING CONTROL OF FRUIT AND SHOOT BORER IN BRINJAL ?,HORTICULTURE,information regarding control fruit shoot borer brinjal,1,oversampled
INFORMATION REGARDING TO THE IMPROVED VARIETIES OF[SPRING SUMMER] BHINDI?,HORTICULTURE,information regarding improved varieties spring summer bhindi,1,oversampled
INFORMATION REGARDING FOR THE CONTROL OF FRUIT BORER IN OKRA(BHINDI) CROP?,HORTICULTURE,information regarding control fruit borer okra bhindi crop,1,oversampled
INFORMATION REGARDING FOR SPRY TO N.P.K IN ONION ?,HORTICULTURE,information regarding spry onion,1,oversampled
"
Information regarding control of fruit droping in mango?
",HORTICULTURE,information regarding control fruit droping mango,1,oversampled
information regrading FERTILIZER DOSE IN CELERY ?,HORTICULTURE,information regrading fertilizer dose celery,1,oversampled
INFORMATION REGARDING FOR THE SOWING TIME OF CUCUMBER(KHEERA)?,HORTICULTURE,information regarding sowing time cucumber kheera,1,oversampled
 Information regarding weather forecasting? ,HORTICULTURE,information regarding weather forecasting,1,oversampled
"Information regarding control of Virus in Tomato?
",HORTICULTURE,information regarding control virus tomato,1,oversampled
information regarding fungal attack in onion?,HORTICULTURE,information regarding fungal attack onion,1,oversampled
"Information regarding the purple blotch in garlic crop?
",HORTICULTURE,information regarding purple blotch garlic crop,1,oversampled
information regarding for insect in arum ?,HORTICULTURE,information regarding insect arum,1,oversampled
problem of flower drop in chilli?,HORTICULTURE,problem flower drop chilli,1,oversampled
information regarding dose of urea in bhindi?,HORTICULTURE,information regarding dose urea bhindi,1,oversampled
"Information regarding control of downy mildew and alternaria blight in cauliflower?
",HORTICULTURE,information regarding control downy mildew alternaria blight cauliflower,1,oversampled
information  regarding for control of fruit droping in kinnow ?,HORTICULTURE,information regarding control fruit droping kinnow,1,oversampled
INFORMATION REGARDING VARIETIES OF OKRA?,HORTICULTURE,information regarding varieties okra,1,oversampled
information regarding control of aphid  in  vegetables ?,HORTICULTURE,information regarding control aphid vegetables,1,oversampled
Information regarding the control of insects in roots of vegetables ?,HORTICULTURE,information regarding control insects roots vegetables,1,oversampled
"Information regarding Fertilizer in BOTTLE GOURD(Ghia kadoo)?
",HORTICULTURE,information regarding fertilizer bottle gourd ghia kadoo,1,oversampled
REGARDING NO FRUIT IN BOTTLE GAURD,HORTICULTURE,regarding fruit bottle gaurd,1,oversampled
information regarding control of cater piller in bhindi?,HORTICULTURE,information regarding control cater piller bhindi,1,oversampled
INFORMATION REGARDING FOR THE SPACING OF PLANT TO PLANT & ROW TO ROW IN SQUASH MELON(TINDA)  CROP?,HORTICULTURE,information regarding spacing plant plant row row squash melon tinda crop,1,oversampled
information regarding to root rot in  cabbage ?,HORTICULTURE,information regarding root rot cabbage,1,oversampled
Information regarding weather forecasting?,HORTICULTURE,information regarding weather forecasting,1,oversampled
"Information regarding control of Red Pumpkin beetle in CUCURBITS?
",HORTICULTURE,information regarding control red pumpkin beetle cucurbits,1,oversampled
information  regarding for control of fruit droping in kinnow ?,HORTICULTURE,information regarding control fruit droping kinnow,1,oversampled
information regarding to suitable varieties of turmeric,HORTICULTURE,information regarding suitable varieties turmeric,1,oversampled
"Information regarding fertilizer dose  in Garlic?
",HORTICULTURE,information regarding fertilizer dose garlic,1,oversampled
"Information regarding control of mango malformation?
",HORTICULTURE,information regarding control mango malformation,1,oversampled
INFORMATION REGARDING CONTROL OF red pumpkin beetle ?,HORTICULTURE,information regarding control red pumpkin beetle,1,oversampled
HOW TO CONTROL FLOWER DROPING IN MANGO CROP ?,HORTICULTURE,control flower droping mango crop,1,oversampled
Information regarding weather forecasting?,HORTICULTURE,information regarding weather forecasting,1,oversampled
information regarding control dropping of fruit and leaf?,HORTICULTURE,information regarding control dropping fruit leaf,1,oversampled
"Information regarding Seed Rate in Okra?
",HORTICULTURE,information regarding seed rate okra,1,oversampled
information regarding to control of jassid in cucumber,HORTICULTURE,information regarding control jassid cucumber,1,oversampled
information regarding control of flower falling in pomegranate?,HORTICULTURE,information regarding control flower falling pomegranate,1,oversampled
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF SQUASH MELON(TINDA)?,HORTICULTURE,information regarding suitable varieties squash melon tinda,1,oversampled
regarding varieties of pea,HORTICULTURE,regarding varieties pea,1,oversampled
information regarding control of termite in brinjal?,HORTICULTURE,information regarding control termite brinjal,1,oversampled
information regarding irrigation in citrus?,HORTICULTURE,information regarding irrigation citrus,1,oversampled
information regarding control of flower falling in pomegranate?,HORTICULTURE,information regarding control flower falling pomegranate,1,oversampled
Information regarding how to control Fruit Fly in Guava?,HORTICULTURE,information regarding control fruit fly guava,1,oversampled
INFORMATION REGARDING DOSE OF UREA IN AN ACRE OF SPONGE GOURD?,HORTICULTURE,information regarding dose urea acre sponge gourd,1,oversampled
"Information regarding control of fruit drop in Citrus?
",HORTICULTURE,information regarding control fruit drop citrus,1,oversampled
"information regarding processing of dry ginger ?
",HORTICULTURE,information regarding processing dry ginger,1,oversampled
INFORMATION REGARDING THE CONTROL OF VIRUS IN BOTTLE ?,HORTICULTURE,information regarding control virus bottle,1,oversampled
INFORMATION REGARDING FOR THE CONTROL OF DAMPING OFF DISEASE IN OKRA(BHINDI) CROP?,HORTICULTURE,information regarding control damping disease okra bhindi crop,1,oversampled
"
Information regarding control of fruit drop in mango ?
",HORTICULTURE,information regarding control fruit drop mango,1,oversampled
"Information regarding Sowing time of Okra?
",HORTICULTURE,information regarding sowing time okra,1,oversampled
information regarding control of aphid in chilies?,HORTICULTURE,information regarding control aphid chilies,1,oversampled
Information regarding control of  jassid in chilli ?,HORTICULTURE,information regarding control jassid chilli,1,oversampled
INFORMATION REGARDING FOR THE SOWING & TRANSPLANTING TIME OF CAULIFLOWER(PHULGOBHI)?,HORTICULTURE,information regarding sowing transplanting time cauliflower phulgobhi,1,oversampled
information regrading FERTILIZER DOSE IN CELERY ?,HORTICULTURE,information regrading fertilizer dose celery,1,oversampled
information regarding fruit dropping of grapes ?,HORTICULTURE,information regarding fruit dropping grapes,1,oversampled
information regarding bhundiin tinda?,HORTICULTURE,information regarding bhundiin tinda,1,oversampled
information regarding to flowers dropping in bitter gourd ?,HORTICULTURE,information regarding flowers dropping bitter gourd,1,oversampled
INFORMATION REGARDING CONTROL OF SHOOT BLIGHT IN LEMON?,HORTICULTURE,information regarding control shoot blight lemon,1,oversampled
chief agriculture officers in amritsr?,HORTICULTURE,chief agriculture officers amritsr,1,oversampled
"Information regarding control of aphid and other sucking pest in cucurbits (tinda)?
",HORTICULTURE,information regarding control aphid sucking pest cucurbits tinda,1,oversampled
INFORMATION REGARDING CONTROL OF BITTER GOURD IN BITTER GOURD?,HORTICULTURE,information regarding control bitter gourd bitter gourd,1,oversampled
information regarding dose of urea in onion?,HORTICULTURE,information regarding dose urea onion,1,oversampled
INFORMATION REGARDING CONTROL OF LEAF CUARL IN SIMLA MIRCH?,HORTICULTURE,information regarding control leaf cuarl simla mirch,1,oversampled
INFORMATION REGARDING CONTROL OF FRUIT DROP IN CITRUS?,HORTICULTURE,information regarding control fruit drop citrus,1,oversampled
INFORMATION REGARDING FOR THE CONTROL OF LATE BLIGHT DISEASE IN TOMATO CROP?,HORTICULTURE,information regarding control late blight disease tomato crop,1,oversampled
"Information regarding control of Virus in Tomato?
",HORTICULTURE,information regarding control virus tomato,1,oversampled
information regarding weather forecasting?,HORTICULTURE,information regarding weather forecasting,1,oversampled
"Information regarding the control of Fruit fly in Cucurbits ?
",HORTICULTURE,information regarding control fruit fly cucurbits,1,oversampled
INFORMATION REGARDING FOR THE CURRENT WEATHER CONDITION?,HORTICULTURE,information regarding current weather condition,1,oversampled
INFORMATION REGARDING FOR THE CONTROL OF YELLOW VEIN MOSAIC VIRUL DISEASE IN OKRA(BHINDI) CROP?,HORTICULTURE,information regarding control yellow vein mosaic virul disease okra bhindi crop,1,oversampled
information regarding control caterpiller in chillies?,HORTICULTURE,information regarding control caterpiller chillies,1,oversampled
INFORMATION REGARDING FOR THE CONTROL OF FRUIT BORER IN OKRA(BHINDI) CROP?,HORTICULTURE,information regarding control fruit borer okra bhindi crop,1,oversampled
"Information regarding control of Virus in Tomato?
",HORTICULTURE,information regarding control virus tomato,1,oversampled
INFORMATION REGARDING FOR THE CONTROL OF DAMPING OFF DISEASE IN OKRA(BHINDI) CROP?,HORTICULTURE,information regarding control damping disease okra bhindi crop,1,oversampled
INFORMATION REGARDING FOR THE CONTROL OF LEAF CURL VIRUL DISEASE IN CHILLI(MIRCH) CROP?,HORTICULTURE,information regarding control leaf curl virul disease chilli mirch crop,1,oversampled
Information regarding varieties of Turmeric?,HORTICULTURE,information regarding varieties turmeric,1,oversampled
Information regarding for Chillies ?,HORTICULTURE,information regarding chillies,1,oversampled
"Information regarding control of Brinjal shoot and Fruit borer?
",HORTICULTURE,information regarding control brinjal shoot fruit borer,1,oversampled
"information regarding control red pumpkin beetle ?
",HORTICULTURE,information regarding control red pumpkin beetle,1,oversampled
"Information regarding Purning done in Grapes?
",HORTICULTURE,information regarding purning done grapes,1,oversampled
"--Information regarding control of Red Pumpkin beetle in CUCURBITS?
",HORTICULTURE,information regarding control red pumpkin beetle cucurbits,1,oversampled
INFORMATION REGARDING FRUIT DROPPING IN CITRUS PLANTS ?,HORTICULTURE,information regarding fruit dropping citrus plants,1,oversampled
control of worm in bhindi?,HORTICULTURE,control worm bhindi,1,oversampled
"Information regarding Sowing time of BOTTLE GOURD(Ghia kadoo)?
",HORTICULTURE,information regarding sowing time bottle gourd ghia kadoo,1,oversampled
"INFORMATION REGARDING FOR THE CONTROL OF MELON APHIDS,CUCUMBER BEETLE & FLEA BEETLE IN CUCUMBER(KHEERA) CROP?",HORTICULTURE,information regarding control melon aphids cucumber beetle flea beetle cucumber kheera crop,1,oversampled
information regarding control caterpiller in chillies?,HORTICULTURE,information regarding control caterpiller chillies,1,oversampled
INFORMATION REGARDING CONTROL OF MANGO MALFORMATION ?,HORTICULTURE,information regarding control mango malformation,1,oversampled
problem of flower drop in chilli?,HORTICULTURE,problem flower drop chilli,1,oversampled
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF CABBAGE(BANDGOBHI)?,HORTICULTURE,information regarding suitable varieties cabbage bandgobhi,1,oversampled
CONTROL OF EARLY BLIGHT IN TOMATO?,HORTICULTURE,control early blight tomato,1,oversampled
"Information regarding fertilizer dose  in Garlic?
",HORTICULTURE,information regarding fertilizer dose garlic,1,oversampled
Information regarding rotting in onion ?,HORTICULTURE,information regarding rotting onion,1,oversampled
INFORMATION REGARDING TO CONTROL OF PHALARIS MINOR IN CHILLI ?,HORTICULTURE,information regarding control phalaris minor chilli,1,oversampled
Information regarding how to control Late Blight in Tomato?,HORTICULTURE,information regarding control late blight tomato,1,oversampled
"Information regarding Fertilizer in Indian squash/round melon?
",HORTICULTURE,information regarding fertilizer indian squash round melon,1,oversampled
INFORMATION REGARDING TO THE IMPROVED VARIETIES OF[SPRING SUMMER] BHINDI?,HORTICULTURE,information regarding improved varieties spring summer bhindi,1,oversampled
INFORMATION REGARDING FOR THE SOWING TIME OF CUCUMBER(KHEERA)?,HORTICULTURE,information regarding sowing time cucumber kheera,1,oversampled
"Information regarding Seed Rate in Okra?
",HORTICULTURE,information regarding seed rate okra,1,oversampled
"Information regarding control of Fruit flies in CUCURBITS? 
",HORTICULTURE,information regarding control fruit flies cucurbits,1,oversampled
Information regarding varieties of Lemon?,HORTICULTURE,information regarding varieties lemon,1,oversampled
INFORMATION REGARDING FOR THE CONTROL OF LEAF CURL VIRUL DISEASE IN CHILLI(MIRCH) CROP?,HORTICULTURE,information regarding control leaf curl virul disease chilli mirch crop,1,oversampled
"information regarding fertilizer doses in mango?
",HORTICULTURE,information regarding fertilizer doses mango,1,oversampled
Information regarding how to control Aphids in Bhindi?,HORTICULTURE,information regarding control aphids bhindi,1,oversampled
INFORMATION REGARDING FOR THE CONTROL OF FRUIT BORER IN OKRA(BHINDI) CROP?,HORTICULTURE,information regarding control fruit borer okra bhindi crop,1,oversampled
"Information regarding the control of Fruit fly in Cucurbits ?
",HORTICULTURE,information regarding control fruit fly cucurbits,1,oversampled
HOW TO CONTROL LEAF CURL IN TOMATO CROP ?,HORTICULTURE,control leaf curl tomato crop,1,oversampled
Information regarding how to control Fungal Disease in Tomato?,HORTICULTURE,information regarding control fungal disease tomato,1,oversampled
"
Information regarding control of fruit drop in Citrus?
",HORTICULTURE,information regarding control fruit drop citrus,1,oversampled
"information regarding fertilizer doses in citrus?
",HORTICULTURE,information regarding fertilizer doses citrus,1,oversampled
INFROMATION REGARDING CONTROL OF BLIGHT IN TOMATO?,HORTICULTURE,infromation regarding control blight tomato,1,oversampled
information regarding fungal attack in onion?,HORTICULTURE,information regarding fungal attack onion,1,oversampled
INFORMATION REGARDING FOR SPRY TO N.P.K IN ONION ?,HORTICULTURE,information regarding spry onion,1,oversampled
INSECTICE USED IN  CHILLIES?,HORTICULTURE,insectice used chillies,1,oversampled
"
Information regarding control of fruit droping in mango?
",HORTICULTURE,information regarding control fruit droping mango,1,oversampled
information regarding improved varieties of cauliflower ?,HORTICULTURE,information regarding improved varieties cauliflower,1,oversampled
chief agriculture officers in amritsr?,HORTICULTURE,chief agriculture officers amritsr,1,oversampled
WHICH IS THE VARIETY OF CARROT?,HORTICULTURE,variety carrot,1,oversampled
Information  regarding less fruit setting in bottle gourd?,HORTICULTURE,information regarding less fruit setting bottle gourd,1,oversampled
Information regarding the fungal disease in Cucurbits?,HORTICULTURE,information regarding fungal disease cucurbits,1,oversampled
WHAT ARE THE VARIETIES OF CAULIFLOWER?,HORTICULTURE,varieties cauliflower,1,oversampled
"Information regarding control of Fruit Borer in Tomato?
 ",HORTICULTURE,information regarding control fruit borer tomato,1,oversampled
information regarding control of aphid in spinach?,HORTICULTURE,information regarding control aphid spinach,1,oversampled
"Information regarding the Contact no. Of Amritsar KVK?
",HORTICULTURE,information regarding contact amritsar kvk,1,oversampled
"information regarding cultivation of saffron?
",HORTICULTURE,information regarding cultivation saffron,1,oversampled
problem of flower drop in chilli?,HORTICULTURE,problem flower drop chilli,1,oversampled
information regarding control of diamod back moth in cauliflower?,HORTICULTURE,information regarding control diamod back moth cauliflower,1,oversampled
INFORMATION REGARDING FOR THE SOWING TIME OF BOTTLEGOURD(GHIYA KADDU)?,HORTICULTURE,information regarding sowing time bottlegourd ghiya kaddu,1,oversampled
control of  droping flower?,HORTICULTURE,control droping flower,1,oversampled
information regarding sowing time of Ginger?,HORTICULTURE,information regarding sowing time ginger,1,oversampled
INFORMATION REGARDING VARIETY OF ONION ?,HORTICULTURE,information regarding variety onion,1,oversampled
INFORMATION REGARDING FOR THE SOWING TIME OF CUCUMBER(KHEERA)?,HORTICULTURE,information regarding sowing time cucumber kheera,1,oversampled
information regarding weather forecasting?,HORTICULTURE,information regarding weather forecasting,1,oversampled
INFORMATION REGARDING FOR THE CONTROL OF LEAF CURL DISEASE IN POTATO CROP?,HORTICULTURE,information regarding control leaf curl disease potato crop,1,oversampled
"Information regarding the contact no. of Deputy Director Horticulture Amritsar?
",HORTICULTURE,information regarding contact deputy director horticulture amritsar,1,oversampled
control of worm in bhindi?,HORTICULTURE,control worm bhindi,1,oversampled
WHAT IS UREA REQUIREMENT OF PEACH TREE OF AGE 7-9 YEARS?,HORTICULTURE,urea requirement peach tree age years,1,oversampled
HOW TO CONTROL RED BITTLE IN INDIAN SQUASH CROP ?,HORTICULTURE,control red bittle indian squash crop,1,oversampled
"Information regarding control of Mites in Okra?
",HORTICULTURE,information regarding control mites okra,1,oversampled
INFORMATION REGARDING FOR THE CONTROL OF FUZARIUM WILT DISEASE IN TOMATO CROP?,HORTICULTURE,information regarding control fuzarium wilt disease tomato crop,1,oversampled
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF BRINJAL(BAINGAN)?,HORTICULTURE,information regarding suitable varieties brinjal baingan,1,oversampled
"INFORMATION REGARDING WEED CONTROL IN PEAR ? 
",HORTICULTURE,information regarding weed control pear,1,oversampled
INFORMATION REGARDING SOWING TIME OF GINGER ?,HORTICULTURE,information regarding sowing time ginger,1,oversampled
fruit fly in guava?,HORTICULTURE,fruit fly guava,1,oversampled
INFORMATION REGARDING FOR THE FERT. DOSE AT THE TIME OF  CHILLI(MIRCH)  SEEDLING TRANSPLANTING?,HORTICULTURE,information regarding fert dose time chilli mirch seedling transplanting,1,oversampled
"Information regarding Sowing time of BOTTLE GOURD(Ghia kadoo)?
",HORTICULTURE,information regarding sowing time bottle gourd ghia kadoo,1,oversampled
"Information regarding control of Red Pumpkin beetle in CUCURBITS?
",HORTICULTURE,information regarding control red pumpkin beetle cucurbits,1,oversampled
control of  droping flower?,HORTICULTURE,control droping flower,1,oversampled
"Information regarding Sowing time of BOTTLE GOURD(Ghia kadoo)?
",HORTICULTURE,information regarding sowing time bottle gourd ghia kadoo,1,oversampled
varieties of cauliflower?,HORTICULTURE,varieties cauliflower,1,oversampled
"Information regarding application of fertilizers in citrus (lemon)?
",HORTICULTURE,information regarding application fertilizers citrus lemon,1,oversampled
"Information regarding Fertilizer in BITTER GOURD(Karela)?
",HORTICULTURE,information regarding fertilizer bitter gourd karela,1,oversampled
"Information regarding control of downy mildew and alternaria blight in cauliflower?
",HORTICULTURE,information regarding control downy mildew alternaria blight cauliflower,1,oversampled
REGARDING PRACTICES IN CITRUS,HORTICULTURE,regarding practices citrus,1,oversampled
information  regarding for control of fruit droping in kinnow ?,HORTICULTURE,information regarding control fruit droping kinnow,1,oversampled
INFORMATION REGARDING WEATHER ?,HORTICULTURE,information regarding weather,1,oversampled
information regarding seed rate of turmeric?,HORTICULTURE,information regarding seed rate turmeric,1,oversampled
INFORMATION REGARDING FOR THE CONTROL OF DAMPING OFF DISEASE IN ONION(PYAJ)?,HORTICULTURE,information regarding control damping disease onion pyaj,1,oversampled
INFORMATION REGARDING CONTROL OF FRUIT BORER?,HORTICULTURE,information regarding control fruit borer,1,oversampled
